recipeID,recipeName,recipeType,recipeMaterialId,recipeMaterial,recipeCount,recipePrepartion,recipeCooking,recipeDescription
254,Pamuk Gibi: Puf Puf Kabaran Poğaça,POĞAÇA TARİFLERİ,"['100', '99', '23', '144', '176', '123', '185', '187', '9', '149', '57']","['instant maya', 'un', 'ılık süt', 'ılık su', 'sıvı yağ', 'toz şeker', 'tuz', 'kaşar peyniri', 'yumurta sarısı', 'haşhaş', 'susam']",1 büyük tepsi,45 dakika,20 dakika,"Unun içerisine kuru mayayı ilave edin ve unu havalandırarak güzelce karıştırın.Kasenin ortasına bir çukur açın ve ılık sütü ilave edin.Su, sıvı yağ, toz şeker ve tuzu da ilave ettikten sonra hamur, pürüzsüz ve ele yapışmayacak bir kıvama gelene kadar yoğurun.Üzerini hava almayacak şekilde streç film ile kapatıp 30 dakika kadar mayalandırın.Hamur mayalandıktan sonra limon büyüklüğünde parçalar koparıp elinizle yuvarlak bir şekil verin ve yassılaştırın.Hamurun tam ortasına rendelediğiniz kaşar peynirinden bir miktar yerleştiriyorum ve malzeme taşmayacak şekilde hamuru büzerek kapatın.Pişirme kağıdı serdiğiniz fırın tepsisine, az önce büzdüğünüz kısım altta kalacak şekilde yerleştirin.Tüm poğaçaları tepsiye yerleştirdikten sonra üzerilerine yumurta sarısı sürüp, haşhaş ve susam serpiştirin.Önceden ısıtılmış 180 derece fırında 20 ila 25 dakika arası, üzerileri kızarana kadar pişirip sevdiklerinizle afiyetle tüketin."
255,Gaziantep’e Yolculuk: Gavurdağı Salatası,SALATA TARİFLERİ,"['1', '3', '196', '2', '79', '8', '39', '72', '144', '185']","['domates', 'kırmızı soğan', 'çarliston biber', 'salatalık', 'ceviz içi', 'maydanoz', 'zeytinyağı', 'nar ekşisi', 'sumak', 'tuz']",3 kişilik,15 dakika,0 dakika,"Bu salatanın en önemli püf noktası tüm malzemelerin oldukça küçük şekilde doğranmış olması. Tüm malzemeleri yıkayıp temizleyin. Kabuklu ceviz kullanıyorsanız kırın.Domatesleri küçük parçalar halinde doğrayın. Bol suda yıkadığınız salatalıkları tavla zarı büyüklüğünde kesin. Kuru soğanı domatesler ve diğer malzemelerle uyumlu olacak şekilde küçük küçük doğrayın. Ortadan ikiye kesip, çekirdeklerini çıkardığınız sivri biberleri küçük küpler halinde kesin.Maydanozu incecik kıydıktan sonra tüm malzemeyi derin bir salata kasesinde harmanlayın. Salatanın sosu için; zeytinyağı, sumak, nar ekşisi ve tuzu küçük bir kapta karıştırdıktan sonra salata kasesine aktarın.Sosu ile buluşturduğunuz salatayı derin bir servis tabağına alın. Üzerini küçük parçalar halinde kırdığınız ceviz içi ile süsledikten sonra sulanmaması için bekletmeden servis edin. Afiyetler olsun!"
257,"Eti de Var, Havucu da: Özbek Pilavı",PİLAV TARİFLERİ,"['176', '102', '3', '43', '178', '17', '96', '144', '185', '127']","['sıvı yağ', 'tereyağ', 'kuru soğan', 'havuç', 'kuşbaşı kuzu eti', 'baldo pirinç', 'sarımsak', 'sıcak su', 'tuz', 'karabiber']",6 kişilik,15 dakika,30 dakika,"Yarım su bardağı sıvı yağ ile tereyağını pilav tenceresinde eritin.Piyazlık doğradığınız soğanları ekleyin ve hafif karamelize oluncaya kadar kavurun.Kuşbaşı etleri tencereye ekleyin ve suyunu çekene kadar kavurun.Etler suyunu çekip kavrulduktan sonra rendelenmiş havuçları ekleyin ve karıştırın.Havuçlar yumuşayınca pirinçleri ekleyin ve 3 dakika kadar kavurun.Su, tuz ve karabiberi de ekledikten sonra karıştırın ve 2 baş sarımsağı pilavın ortasına koyup hafifçe bastırın ve kapağını kapatın.5 dakika harlı ateşte, 10 dakika kısık ateşte pişirdikten sonra servis edin."
258,Pamuk Pamuk: Yumuşak Poğaça,POĞAÇA TARİFLERİ,"['23', '144', '24', '176', '9', '123', '185', '100', '99', '102', '188', '9', '23', '57']","['ılık süt', 'ılık su', 'yoğurt', 'sıvı yağ', 'yumurta beyazı', 'toz şeker', 'tuz', 'kuru maya', 'un', 'oda sıcaklığında tereyağı', 'beyaz peynir', 'yumurta sarısı', 'süt', 'susam ve çörek otu karışımı']",15 adet,15 dakika,15 dakika,"Minik bir tencere içine bir çay bardağı su, bir çay bardağı süt, yarım çay bardağı sıvı yağı ocakta ılık olacak şekilde ısıtalım. Sıcak olmamasına lütfen dikkat edin. Sıcak olursa hamurunuz kabarmaz.Ilık karışımı karıştırma kabına dökün. 2 yumurta akı, 2 yemek kaşığı dolusu yoğurt, 3 tatlı kaşığı şeker, 1 tatlı kaşığı tuz, 1 paket toz maya ekleyin ve güzelce karıştırın.Karışıma 8 çay bardağı un ekleyin ve tahta kaşıkla karıştırıp elinizle biraz yoğurun.Tam bu aşamada 75 gram yumuşak tereyağ (yaklaşık 5 yemek kaşığı) ekleyip yoğurmaya devam edin. Hamur sakız gibi bir kıvama ulaşana kadar yaklaşık 5 dakika yoğurun ve yaklaşık 20 dakika mayalanmaya bırakın.Hamur kabarınca, biraz karıştırıp ortaya doğru katlayarak havasını çıkarın.Hamurun havasını çıkarttıktan sonra elinizle parçalar koparın ve yuvarlayarak mutfak tezgahına alın. Yuvarladığınız bezeleri ellerinizle açarak ortasına peynir harcınızı yerleştirin ve bohça gibi katlayın.Elleriniz arasında son kez yuvarladıktan sonra bir pişirme kağıdı serdiğiniz tepsinin üzerine yerleştirin. Hamurları tepsi mayası için 30 dakika bekletin. Hamurlar iki kat kabarınca hamurunuz mayalanmıştır.İki yumurta sarısına bir yemek kaşığı süt ekleyin ve güzelce çırpın.Poğaçaların üzerine sürün. Daha sonra üzerine isterseniz susam, isterseniz çörek otu, isterseniz her ikisini serpin.Önceden ısınmış alt üst ayar 200 derece fırında 30-35 dakika pişirin.Fırından çıkardıktan sonra çabuk soğuması için bir tel üzerine alabilirsiniz. Afiyet olsun."
259,Yapımı 15 Dakika: Ev Yapımı Kakaolu Puding,ÇİKOLATALI TATLI TARİFLERİ,"['23', '123', '42', '12', '168', '102']","['süt', 'toz şeker', 'nişasta (mısır veya buğday nişastası)', 'kakao', 'vanilya', 'tereyağı']",4 adet,5 dakika,10 dakika,Orta boy bir tencereye tereyağı ve vanilya harici tüm malzemeleri ekleyin.Güzelce çırptıktan sonra ocağın üzerine alın. Tel çırpıcı yardımıyla çırparak ya da tahta kaşık yardımıyla karıştırarak kıvam alana kadar pişirin.Üzerinde göz göz kabarcıklar oluşmaya ve kıvamı yoğunlaşmaya başladığında ocaktan alın.Ocaktan aldıktan sonra henüz kendi sıcağındayken içerisine tereyağını ve vanilyayı koyun ve ya blender ya da el çırpıcısıyla karıştırın.Ardından kaplara bölüştürüp ılımaya bırakın.Ilıdıktan sonra buzdolabında 1 saat kadar dinlendirin ve üzerine kakao serperek servis edin. Afiyet olsun!
260,Üç Beyaz Sevdirir: Kremalı Mantar Soslu Penne Makarna,MAKARNA TARİFLERİ,"['61', '144', '185', '39', '96', '102', '76', '20', '127', '104', '185', '144', '188']","['penne makarna', 'su', 'tuz', 'zeytinyağı', 'sarımsak', 'tereyağı', 'mantar', 'krema', 'taze çekilmiş tane karabiber', 'fesleğen', 'tuz', 'su', 'rendelenmiş parmesan peyniri']",4 kişilik,15 dakika,20 dakika,"Geniş bir tavada 1 yemek kaşığı zeytinyağı ile halka doğranmış 2 diş sarımsağı soteleyin.300 gram dilimlenmiş mantarları da tavaya alın ve yüksek ateşte sotelemeye devam edin.Derin bir tencerede 1,5 litre su ile birlikte 1 tatlı kaşığı tuzu kaynamaya bırakın ve üzerine 1 paket penne makarnayı ilave edip 8-10 dakika kadar pişirin.Sotelenen mantarların üzerine 2 su bardağı krema, yarım çay kaşığı karabiber ve 1 avuç doğranmış fesleğenleri ilave edip kıvam alana kadar pişirin.Pişen penne makarnayı sosun bulunduğu tavaya ilave edip, yarım su bardağı rendelenmiş parmesan ve 2 yemek kaşığı tereyağını da ekleyip karıştırın.Son olarak kalan 1 avuç fesleğeni de ekleyip, makarnayı servis tabağına alın ve rendelenmiş parmesan ilavesiyle sıcak olarak servis edin, afiyet olsun!"
261,Yanına da Bol Yoğurt: Ispanak Yemeği,SEBZE TARİFLERİ,"['39', '17', '1', '40', '43', '144', '96', '3', '185', '24']","['zeytinyağı', 'pirinç', 'domates salçası', 'ıspanak (ayıklanmış ve temizlenmiş)', 'havuç', 'sıcak su', 'sarımsak', 'kuru soğan', 'tuz', 'yoğurt']",4 kişilik,10 dakika,20 dakika,"Bir tencereye zeytinyağını alın ve yemeklik doğramış olduğunuz soğanı ekleyerek kavurmaya başlayın.Soğanlar renk almaya başladığında içerisine salçayı ekleyin ve salçanın kokusu çıkana dek kavurun.Sarımsakları da rendeledikten sonra rendelenmiş havucu ekleyin ve onu da havuçlar biraz yumuşayana dek kavurun. Üstüne ıspanakları ekleyin.Ispanaklar suyunu salıp tekrar çekmeye başladığında yıkanmış pirinci ilave edin ve sıcak suyu da ekledikten sonra, baharatları ekleyip, ocağın altını kısın, kapağını kapatın ve pişmeye bırakın.Yaklaşık 15 dakika sonunda pişip pişmediğini kontrol edin. Ispanaklarınız pişmişse, tencerenin altını kapatın ve üstüne ister sarımsaklı yoğurtla isterseniz de sade olarak servis edin. Afiyetler olsun!"
262,Buram Buram Anadolu Kokar: Orman Kebabı,ET TARİFLERİ,"['178', '3', '43', '4', '189', '102', '99', '39', '55', '185', '127', '48']","['dana kuşbaşı eti', 'soğan', 'havuç', 'patates', 'salça', 'tereyağı', 'un', 'zeytinyağı', 'bezelye', 'tuz', 'karabiber', 'kekik']",7 kişilik,20 dakika,45 dakika,"Kuşbaşı etleri 1 yemek kaşığı zeytinyağı ve 2 yemek kaşığı un ile karıştırın.Teflon bir tencerede kalan 2 yemek kaşığı zeytinyağı kızdırıp üzerine etleri atıp kavuralım. Etler suyunu çekince bir tabağa alın.Aynı teflon tencerenin içinde büyükçe doğradığınız soğanları kavurun. Bu aşamada dilerseniz biraz daha zeytinyağı ekleyebilirsiniz.Daha sonra üzerine doğradığınız havuçları atıp kavurmaya devam edin.Son olarak patatesleri ekleyip kavurmaya devam edin.Malzemeler kavrulunca etleri, 1 yemek kaşığı salçayı ve 1 yemek kaşığı terayağı ekleyip kavurun.Üzerini geçecek kadar sıcak su ekledikten sonra tuzunu ve karabiberini de ekleyip etler iyice yumuşayana kadar pişirin.Etler iyice yumuşadıktan sonra bezelyeleri ekleyin. Etlerin iyice pişip pişmediğini mutlaka kontrol edin.Kalan 1 yemek kaşığı terayağında bolca kekik kavurup yemeğin üzerine gezdirin.Yemeğinizi ocaktan alın. Dilediğiniz gibi servis edebilirsiniz. Afiyet olsun."
263,İrmiğin En Güzel Hali: Parmak Tatlısı,ŞERBETLİ TATLI TARİFLERİ,"['9', '118', '176', '123', '102', '99', '121', '168', '123', '144', '94', '118']","['yumurta', 'irmik', 'sıvı yağ', 'toz şeker', 'eritilmiş tereyağı', 'un', 'kabartma tozu', 'vanilya', 'toz şeker', 'su', 'limon suyu', 'irmik']",23 adet,15 dakika,25 dakika,"Şerbeti için gerekli olan su ve şekeri bir tencereye aldıktan sonra, şeker eriyene dek karıştırın ve ocağın altını açın. Şerbet kaynamaya başladıktan sonra 10 dakika daha kaynatın ve içine limon suyu ekleyip, ocağın altını kapatın ve soğumaya bırakın.Hamuru için un hariç gerekli olan tüm malzemeleri bir kaba alın.Unu azar azar ekleyerek, ele yapışmayan bir hamur elde edene dek yoğurun.Hazırladığınız hamurdan ceviz büyüklüğünde parçalar kopartın ve elinizde yuvarlayarak silindir şekli verin. 
.Bir tabağa 5 yemek kaşığı irmiği alın ve hazırladığınız hamurları irmiğe buladıktan sonra yağlı kağıt serilmiş bir fırın tepsisine dizin.Önceden ısıtılmış 180 derece fırında, üstleri kızarana dek 20 dakika pişirin ve fırından alır almaz bir fırın kabına tatlınızı çıkartın.Soğumuş olan şerbeti sıcak olan tatlının üstüne gezdirin ve şerbeti tamamen çekene dek oda ısısında bekletin.Şerbeti çekmiş olan parmak tatlınızı üstüne toz Antep fıstığı ya da Hindistan cevizi serperek servis edebilirsiniz. Afiyetler olsun!"
264,En Pratik ve Lezzetli Haliyle: Patates Salatası,SALATA TARİFLERİ,"['144', '4', '3', '8', '185', '144', '127', '94', '39']","['su', 'taze patates', 'taze soğan', 'maydanoz', 'tuz', 'sumak', 'karabiber', 'limon suyu', 'zeytinyağı']",4 kişilik,15 dakika,20 dakika,Bir tencereye suyu alıp ısıtın. Su ısındıktan sonra patatesleri üzerine ekleyin ve haşlamaya başlayın. Yaklaşık 15-20 dakika sonra bıçağın ucuyla pişme derecesini kontrol edin ve ocaktan alıp suyunu süzün. Soğuması için dinlenmeye bırakın.İnce ince doğradığınız taze soğan ve maydanozu ve tüm baharatları bir kaseye alın. Oda sıcaklığında soğuyan patatesleri küp küp doğrayıp içerisine ekleyin.Limon suyu ve zeytinyağını da ekleyin.Tüm malzemeleri güzelce karıştırın. Tercihen servis etmeden önce biraz buzdolabında dinlendirin.Ardından servis edin. Afiyetler olsun!
266,Diyette Olanlara: Pişmeyen Kek,TATLI KEK TARİFLERİ,"['134', '144', '47', '59', '107', '23', '12', '15']","['günkurusu kayısı', 'dut kurusu', 'fındık', 'yulaf ezmesi', 'fıstık ezmesi (şeker ilavesiz)', 'yarım yağlı süt', 'kakao', 'rendelenmiş Hindistan cevizi']",8 dilim,20 dakika,0 dakika,Kahverengi kayısı kurularını küçük küpler halinde doğrayın.Her bir malzemeyi ayrı ayrı mutfak robotunun içine alın. En ufak parçasına gelene kadar mutfak robotunda çektirin.Tüm malzemeyi bir araya getirip son bir kez mutfak robotunda karıştırın.Ufak bir tepsiye sıkıştırarak yayın. Buzdolabına kaldırdığınız keki en az 2 saat kadar dinlendirin. Dilimledikten sonra sevdiklerinizle paylaşın.
267,Köftenin Hası: İnegöl Köfte,KÖFTE TARİFLERİ,"['41', '41', '3', '128', '185']","['dana döş kıyma', 'orta yağlı kuzu kıyma', 'orta boy kuru soğan', 'karbonat', 'tuz']",30 adet,20 dakika,20 dakika,"800 gram dana döş ve 200 gram orta yağlı kuzu kıymayı karıştırma kabına alın.Kıymaya, 2 adet rendelenmiş kuru soğan, 1'er tatlı kaşığı tuz ve karbonatı da ekledikten sonra karışım macun kıvamına gelene kadar yaklaşık 10-15 dakika güzelce yoğurun.Hazırladığınız köfte harcını üzerini kapatın ve en az 3 saat kadar buzdolabında bekletin.Pişirme işlemi öncesinde köfte harcını dolaptan çıkartın ve üzerine yağlı kağıt koyup, merdaneyle dikdörtgen şeklinde açın.Pişirme kağıdını üzerinden çıkarıp, keskin bir bıçak yardımıyla uzun ince dikdörtgenler kesin.Orta ateşte, kızgın bir tavada ters yüz ederek kızartın.Ardından sıcak sıcak servis edebilirsiniz. Afiyetler olsun!"
268,Yumuşacık ve Mangal Lezzetinde: Fırında Tavuk Şiş,TAVUK TARİFLERİ,"['68', '3', '24', '96', '39', '185', '127', '105', '195', '48', '196', '194', '5', '76', '185', '127', '39']","['kemiksiz kuşbaşı tavuk göğsü', 'soğanın suyu', 'yoğurt', 'sarımsak', 'zeytinyağı', 'tuz', 'karabiber', 'kimyon', 'toz kırmızı biber', 'kuru kekik', 'biberiye (arzuya göre)', 'kapya biber', 'kabak', 'mantar', 'tuz', 'karabiber', 'zeytinyağı']",4 kişilik,15 dakika,30 dakika,"Derin bir kabın içerisine zeytinyağı, yoğurt, soğan suyu, rendelenmiş sarımsakları, tuz ve baharatları atarak güzelce karıştırın.Üzerine kuşbaşı şekilde doğranmış tavuk göğüslerini aktarın ve marinasyonla iyice harmanlayın. Bu tavukların üzerini streç filmle kapatın ve buzdolabında en az 1 saat vaktiniz varsa 1 gece kadar dinlendirin.Mantar hariç (mantarları minik kültür mantarlarından seçin) diğer tüm sebzeleri orta kalınlıkta ve boyutlarda doğrayın. Tuz, karabiber ve zeytinyağıyla harmanlayın.Çöp şişlere sebzeleri ve tavukları bir bir geçirin. Tüm malzemeler bitene kadar işleme devam edin.Bir fırın tepsisine pişirme kağıdı serin. Fırının orta kısmına bu tepsiyi yerleştirin. Üzerine fırın telini yerleştirin. Fırını 180 derecede 5 dakika kadar ısıtın. Ardından telin üzerine çöp şişleri dizerek pişmeye bırakın. Belli aralıklarla yönlerini değiştirmeyi ihmal etmeyin.20-25 dakika kadar bu şekilde pişirdikten sonra çıkarıp servis edin."
269,"Çayın Yanına, Kahvaltıya: Hazır Yufkadan Ispanaklı Börek",BÖREK TARİFLERİ,"['97', '9', '9', '24', '39', '144', '40', '3', '185', '127', '39', '57']","['hazır yufka', 'yumurta sarısı', 'yumurta', 'yoğurt', 'zeytinyağı', 'su', 'ıspanak', 'soğan', 'tuz', 'karabiber', 'zeytinyağı', 'çörek otu (arzuya göre susam)']",1 tepsi,20 dakika,30 dakika,"Bir tavada zeytinyağı ile soğanları kavurun.Daha sonra üzerine ayıklayıp yıkadığınız ıspanakları, karabiberi ve tuzu ekleyip kavurun. Ispanaklar suyunu salınca ocağın altını kapatın ve ıspanakları bir kenarda soğumaya bırakın.Bir kabın içerisinde bir bardak yoğurt, 2 adet yumurta,  yarım çay bardağı su ve yarım çay bardağı zeytinyağını güzelce çırpın.Fırın tepsisini yağladıktan ya da bir pişirme kağıdı serdikten sonra bir adet yufkayı tepsinin kenarlarından taşacak şekilde içine serin.Yoğurtlu karışımı bir fırça yardımıyla yufkanın üzerine sürün.İkinci yufkayı buruşturarak birinci yufkanın üzerine yerleştirin. Üzerine yoğurtlu karışımdan sürdükten sonra üzerine ıspanaklı harcın bir kısmını ekleyin.Üzerine diğer yufkayı ekleyin, yoğurtlu karışımdan sürün ve kalan ıspanaklı karışımı da bu yufkanın üzerine ekleyin.Dördüncü yufkayı ekleyin, üzerine yoğurtlu karışımdan sürün.Beşinci yufkayı serip kenarlardaki yufkaları üzerine kapatın ve sosun kalanın tamamını da üzerine güzelce yayın.Yumurta sarısını sürün, böreği dilimlere ayırın ve arzunuza göre üzerini çörek otuyla süsleyin.Önceden ısıtılmış 180 derece fırında 30 dakika pişirin.Dilediğiniz gibi servis edebilirsiniz. Afiyet olsun."
270,Hem de Gerçeği: Tavuk Göğsü,SÜTLÜ TATLI TARİFLERİ,"['68', '144', '23', '102', '81', '17', '123', '190']","['tavuk göğsü', 'su', 'süt', 'tereyağı', 'mısır nişastası', 'pirinç unu', 'toz şeker', 'vanilin']",5 kişilik,20 dakika,20 dakika,"Tavuk göğüs etini bir kaba alın ve üstüne geçecek kadar su doldurup, ağzını streç filme kapatın ve buzdolabına kaldırın.Bir gece boyunca bekletirseniz en iyi sonucu alırsınız ancak 4-5 saatlik bir bekleme süresi de yeterlidir. Sudan aldığınız tavuk etini elinizle didikleyin ve suyunu değiştirin. Bu işlemi yaklaşık 6-7 kere yapın ve her seferinde suyunu değiştirip, tekrar didikleyin.Bu tarifin en çok vakit alan kısmı tavuğu didikleme kısmı ancak bu aşamanın doğru bir şekilde yapılması lezzetine lezzet katıyor. Tavuk etleri tamamen liflerine ayrıldıktan sonra suyunu sıkın ve bir kenara alın.Bir tencereye sütü alın. Ayrı bir kabın içinde nişastayı, pirinç ununu ve vanilini karıştırıp, 1 bardak su ilavesi ile güzelce karıştırın.Ocaktaki süte toz şekeri ekleyin ve sürekli karıştırarak pişirme başlayın. Şekerli süt karışımı kaynama noktasına yaklaşınca, suda çözdürdüğünüz nişastalı karışımı çok yavaş bir şekilde ve tencereyi sürekli karıştırarak ilave edin.Muhallebi kaynamaya ve göbek atmaya başladıktan sonra, yaklaşık 5 dakika daha karıştırarak pişirin ve didiklediğiniz tavuk etlerini de ekleyin. Tekrar kaynayana dek karıştırarak pişirmeye devam edin.Yeterince kıvam aldığında ocağın altını kapatın ve tereyağını ekleyin. Önce bir el blenderı ile 3 dakika kadar tatlınızı çekin ve sonrasında bir el mikseri ile tatlınızı yaklaşık 3 dakika daha havalandırın.Kaselere boşaltın, tamamen soğuduktan sonra buzdolabına kaldırın.Buzdolabında bir gece beklettikten sonra tarçınla süsleyip servis edin. Afiyetler olsun!"
